156,149.962,132.936,108.012,79.7647,53.4964,34.3467,26.4202,32.0695,51.4527,82.4395,120.884,161.228,197.342,223.471,235.147,229.91,207.738,171.094,124.607,74.4014,27.2012,-10.67,-34.231,-40.583,-29.3322,-2.62593,35.2021,78.3245,120.342,155.287,178.561,187.632,182.417,165.244,140.436,113.558,90.4516,76.2204,74.3246,85.9361,109.668,141.73,176.487,207.356,227.883,232.84,219.173,186.615,137.891,78.44,15.6955,-41.9712,-86.494,-111.347,-112.576,-89.4626,-44.7016,15.9412,84.4524,151.755,209.071,249.26,267.908,264,240.058,201.716,156.78,113.93,81.2562,64.8694,67.8123,89.4626,125.538,168.72,209.82,239.306,248.963,233.405,191.198,125.385,43.2946,-44.3587,-124.977,-185.971,-216.76,-210.555,-165.642,-85.9361,19.3289,136.746,250.597,345.152,407.084,427.613,404.035,340.368,246.97,139.148,34.9037,-47.8427,-94.1709,-94.7555,-47.7202,40.583,156.054,278.592,384.918,452.113,461.399,401.58,271.649,82.0896,-145.391,-379.766,-584.068,-719.873,-752.328,-655.077,-414.412,-32.0695,473.781,1069.55,1709.17,2338.77,2902.34,3347.97,3633.62,3732,3633.62,3347.97,2902.34,2338.77,1709.17,1069.55,473.781,-32.0695,-414.412,-655.077,-752.328,-719.873,-584.068,-379.766,-145.391,82.0896,271.649,401.58,461.399,452.113,384.918,278.592,156.054,40.583,-47.7202,-94.7555,-94.1709,-47.8427,34.9037,139.148,246.97,340.368,404.035,427.613,407.084,345.152,250.597,136.746,19.3289,-85.9361,-165.642,-210.555,-216.76,-185.971,-124.977,-44.3587,43.2946,125.385,191.198,233.405,248.963,239.306,209.82,168.72,125.538,89.4626,67.8123,64.8694,81.2562,113.93,156.78,201.716,240.058,264,267.908,249.26,209.071,151.755,84.4524,15.9412,-44.7016,-89.4626,-112.576,-111.347,-86.494,-41.9712,15.6955,78.44,137.891,186.615,219.173,232.84,227.883,207.356,176.487,141.73,109.668,85.9361,74.3246,76.2204,90.4516,113.558,140.436,165.244,182.417,187.632,178.561,155.287,120.342,78.3245,35.2021,-2.62593,-29.3322,-40.583,-34.231,-10.67,27.2012,74.4014,124.607,171.094,207.738,229.91,235.147,223.471,197.342,161.228,120.884,82.4395,51.4527,32.0695,26.4202,34.3467,53.4964,79.7647,108.012,132.936,149.962
149.464,139.564,120.018,94.5291,67.9514,45.4715,31.7328,30.0352,41.7442,66.0058,99.817,138.445,176.134,206.99,225.902,229.37,216.083,187.178,146.117,98.2138,49.8558,7.56898,-22.9552,-37.7075,-34.9552,-15.4877,17.5235,59.0331,102.917,142.931,173.682,191.461,194.795,184.645,164.203,138.326,112.692,92.8181,83.0998,86.0207,101.678,127.699,159.571,191.347,216.607,229.542,225.97,204.13,165.104,112.807,53.5133,-5.0067,-54.6204,-88.0609,-100.061,-88.2129,-53.4036,0.239267,65.9075,135.093,198.849,249.133,280.028,288.641,275.536,244.621,202.495,157.358,117.646,90.6069,81.0527,90.4932,116.805,154.504,195.602,230.913,251.625,250.876,225.077,174.759,104.777,23.8087,-56.7969,-124.679,-168.376,-179.207,-152.804,-90.056,2.73271,114.522,230.991,336.571,416.772,460.449,461.637,420.678,344.39,245.247,139.615,45.3005,-21.2553,-47.705,-28.0235,36.1464,135.289,253.052,368.446,458.935,504.01,488.744,406.777,262.268,70.4408,-143.442,-346.637,-502.752,-576.392,-538.044,-368.521,-62.3779,370.24,903.609,1498.4,2105.44,2670.79,3141.69,3472.43,3629.63,3596.14,3373.09,2979.84,2451.84,1836.67,1188.64,562.865,9.23504,-432.695,-737.508,-895.883,-914.579,-814.5,-627.182,-390.2,-142.139,82.2094,255.832,362.171,396.232,364.075,280.851,167.748,48.336,-55.1457,-125.029,-150.558,-129.056,-65.8094,27.2297,133.667,235.438,315.693,361.35,364.963,325.654,249.016,146.043,31.3005,-79.3637,-171.201,-232.676,-257.012,-242.953,-194.669,-120.863,-33.2329,55.4249,133.189,190.74,222.608,227.745,209.397,174.301,131.371,90.1085,58.9899,44.09,48.1532,70.244,106.012,148.511,189.428,220.509,234.952,228.546,200.381,153.016,92.0986,25.5017,-37.8829,-89.4951,-122.391,-132.263,-118.046,-82.0147,-29.3869,32.5181,95.409,151.268,193.516,217.919,223.111,210.651,184.633,150.914,116.094,86.4216,66.7897,59.99,66.3283,83.6602,107.828,133.424,154.744,166.781,166.097,151.427,123.921,87.001,45.8319,6.52026,-24.85,-43.1833,-45.1879,-29.9133,1.07362,43.9022,92.965,141.751,183.812,213.719,227.851,224.908,206.061,174.727,136.009,95.8811,60.2634,34.1172,20.711,21.1653,34.3437,57.1044,84.8655,112.393,134.68,147.782
130.987,118.609,98.5925,74.9047,52.2639,35.3404,27.9539,32.4025,49.0308,76.1104,110.056,145.947,178.277,201.808,212.41,207.739,187.648,154.268,111.741,65.632,22.121,-12.9069,-34.7371,-40.5254,-29.7162,-4.1112,32.4221,74.5585,116.345,152.122,177.393,189.503,188.019,174.746,153.391,128.902,106.614,91.318,86.4241,93.3398,111.182,136.868,165.589,191.579,209.08,213.34,201.476,173.073,130.399,78.1912,23.0483,-27.5106,-66.1599,-86.8938,-85.9847,-62.6186,-19.0985,39.4258,105.671,171.272,228.025,269.106,290.109,289.696,269.789,235.231,192.985,150.986,116.816,96.4251,93.1065,106.892,134.489,169.776,204.798,231.109,241.26,230.178,196.222,141.705,72.7964,-1.22441,-69.2725,-120.127,-144.221,-135.271,-91.4743,-16.0608,82.9114,193.531,301.655,392.959,455.11,479.726,463.813,410.423,328.399,231.198,134.94,55.944,8.11495,0.581714,35.9706,109.618,209.903,319.704,418.849,487.207,508.038,471.064,374.819,227.86,48.5837,-136.412,-295.29,-394.93,-405.38,-304.23,-80.3025,263.875,711.206,1230.96,1781.49,2314.38,2779.67,3131.43,3333.01,3361.37,3209.89,2889.26,2426.46,1861.74,1244.21,626.387,58.5111,-416.799,-768.796,-981.338,-1053.8,-1000.13,-846.197,-625.88,-376.438,-133.747,71.9438,219.24,297.448,306.877,257.669,167.38,57.7483,-48.875,-132.9,-180.223,-183.957,-144.978,-71.2787,23.7044,123.483,211.243,272.483,297.167,281.107,226.403,140.912,36.8734,-71.0585,-168.068,-241.359,-281.936,-285.752,-254.064,-192.98,-112.317,-23.9533,60.0394,129.193,176.102,197.335,193.689,169.765,132.983,92.1933,56.1382,31.9992,24.2651,34.0857,59.1971,94.412,132.579,165.844,186.999,190.713,174.428,138.81,87.6729,27.3978,-34.0391,-88.2874,-127.888,-147.39,-144.144,-118.664,-74.5012,-17.6646,44.3119,103.509,152.788,186.795,202.673,200.358,182.447,153.654,119.961,87.6118,62.089,47.2658,44.8389,54.1378,72.3264,94.9584,116.787,132.692,138.581,132.103,113.073,83.541,47.4894,10.2127,-22.5175,-45.372,-54.3201,-47.2867,-24.5081,11.4703,56.153,103.753,148.048,183.301,205.103,211.008,200.865,176.804,142.868,104.367,67.0529,36.2338,15.9844,8.55917,14.103,30.6998,54.7457,81.5834,106.295,124.522,133.186
103.786,90.9651,72.8266,53.1863,36.2261,25.772,24.6231,34.0422,53.4911,80.6575,111.773,142.177,167.032,182.094,184.403,172.785,148.094,113.137,72.3047,30.9451,-5.4105,-31.8616,-44.8627,-42.7468,-25.9651,2.99364,39.9945,79.8967,117.344,147.583,167.175,174.5,169.963,155.87,136.001,114.943,97.2872,86.8271,85.8879,94.8947,112.261,134.615,157.344,175.357,183.968,179.732,161.121,128.903,86.1677,37.9694,-9.35266,-49.0933,-75.1922,-83.183,-70.9289,-39.022,9.22316,68.1935,130.76,189.306,236.848,268.066,280.096,272.939,249.431,214.758,175.6,139.025,111.314,96.9032,97.6211,112.35,137.18,166.046,191.75,207.22,206.799,187.35,148.998,95.3507,33.1564,-28.5872,-79.9443,-111.587,-116.333,-90.4379,-34.4074,46.8083,144.309,246.381,340.127,413.357,456.464,463.976,435.545,376.176,295.637,207.102,125.196,63.7271,33.4456,40.1735,83.6264,157.145,248.429,341.227,417.764,461.6,460.487,408.819,309.251,173.205,20.1132,-124.586,-232.496,-275.981,-232.092,-86.1606,165.443,513.809,937.51,1404.21,1873.76,2302.35,2647.38,2872.29,2950.9,2870.55,2633.81,2258.39,1775.28,1225.42,655.198,111.409,-363.775,-737.131,-987.585,-1107.86,-1104.45,-996.003,-810.307,-580.384,-340.185,-120.462,54.6784,170.123,220.765,211.136,153.785,66.7047,-29.7871,-116.236,-176.877,-201.707,-187.571,-138.159,-62.9804,24.4728,109.061,176.452,215.339,219.082,186.584,122.275,35.2811,-62.0954,-156.296,-234.544,-286.678,-306.526,-292.621,-248.201,-180.499,-99.4866,-16.2726,58.5875,116.604,152.474,164.647,155.296,129.699,95.1828,59.7902,30.9115,14.0852,12.1567,24.9151,49.2476,79.7711,109.822,132.637,142.529,135.871,111.726,72.0416,21.377,-33.788,-86.0407,-128.165,-154.232,-160.488,-145.895,-112.261,-63.9376,-7.14213,50.9819,103.418,144.28,169.616,177.887,170.076,149.394,120.667,89.4972,61.3359,40.6204,30.1082,30.5074,40.4545,56.8347,75.3829,91.4642,100.902,100.717,89.6645,68.4727,39.7575,7.62217,-22.9893,-47.0827,-60.4194,-60.2101,-45.5869,-17.778,20.0418,63.2006,106.211,143.577,170.597,184.053,182.659,167.228,140.511,106.753,71.0267,38.4588,13.4578,-0.925522,-3.41612,5.35434,23.0178,45.9104,69.7102,90.1667,103.806,108.495
72.6388,61.7185,47.6966,33.8355,23.453,19.3338,23.223,35.4865,54.9944,79.2504,104.75,127.512,143.708,150.277,145.442,129.04,102.605,69.196,32.9816,-1.34522,-29.2449,-46.993,-52.2259,-44.2845,-24.3044,4.96491,39.5819,75.0133,106.818,131.307,146.081,150.358,145.032,132.475,116.091,99.7082,86.9042,80.3769,81.4609,89.8748,103.745,119.904,134.423,143.295,143.153,131.917,109.251,76.749,37.817,-2.74957,-39.4291,-66.7853,-80.3002,-77.0993,-56.4514,-19.9572,28.6093,83.7937,139.217,188.486,226.114,248.322,253.573,242.771,219.084,187.401,153.527,123.226,101.262,90.6122,91.9629,103.591,121.657,140.861,155.386,159.955,150.843,126.678,88.8686,41.592,-8.69091,-54.1341,-86.6904,-99.4064,-87.6233,-49.8864,11.5972,91.0493,179.773,267.291,342.821,396.867,422.686,417.403,382.573,324.09,251.416,176.229,110.672,65.4514,48.0818,61.5569,103.675,167.162,240.61,310.15,361.617,382.936,366.345,310.136,219.595,106.959,-9.67468,-108.403,-166.301,-162.595,-81.7999,83.6158,331.423,648.983,1013.9,1395.95,1760.11,2070.36,2293.69,2404.02,2385.33,2233.74,1958.18,1579.64,1128.92,643.358,162.77,-274.829,-637.212,-901.172,-1054.61,-1097.25,-1039.99,-902.894,-712.307,-497.306,-286.093,-102.717,35.4419,119.163,147.713,128.036,72.9889,-1.07344,-77.0074,-139.475,-177.08,-183.768,-159.338,-109.056,-42.4614,28.3928,90.9851,134.338,150.695,136.636,93.4837,26.9752,-53.7161,-137.439,-212.764,-269.656,-300.877,-302.925,-276.372,-225.601,-157.991,-82.7027,-9.26423,53.8199,100.23,126.599,132.787,121.646,98.3399,69.3432,41.2896,19.8627,8.89951,9.84079,21.6033,40.8781,62.7918,81.8133,92.7517,91.6806,76.643,48.0239,8.53988,-37.1507,-83.1466,-123.2,-151.666,-164.356,-159.166,-136.381,-98.6257,-50.4608,2.2996,53.4374,97.2197,129.189,146.738,149.389,138.741,118.111,91.9239,64.9658,41.6128,25.1609,17.3598,18.2159,26.0896,38.0619,50.5039,59.7523,62.7771,57.7342,44.3111,23.8135,-1.02135,-26.452,-48.3322,-62.7839,-66.8378,-58.9371,-39.2253,-9.57214,26.669,65.1321,101.068,130.035,148.539,154.539,147.722,129.527,102.905,71.8535,40.8083,13.9806,-5.25767,-14.8439,-14.2828,-4.65418,11.6245,31.2402,50.5572,66.2274,75.7403,77.8248
43.1124,36.3397,28.1701,20.985,17.0409,18.0478,24.8361,37.1662,53.7165,72.2533,89.9594,103.871,111.356,110.553,100.709,82.3548,57.2799,28.325,-0.998304,-26.994,-46.3059,-56.3985,-55.9222,-44.9054,-24.7444,2.00826,32.0249,61.6944,87.6496,107.247,118.927,122.399,118.619,109.572,97.8934,86.3848,77.5147,72.9785,73.3952,78.1918,85.6972,93.4342,98.5632,98.4088,90.9809,75.4037,52.1775,23.2229,-8.30823,-38.4344,-62.903,-77.8221,-80.2695,-68.7808,-43.6382,-6.90649,37.7954,85.7599,131.828,171.103,199.636,214.971,216.472,205.374,184.541,157.989,130.214,105.461,87.0357,76.7731,74.7559,79.33,87.4232,95.1181,98.392,93.9024,79.688,55.6623,23.8071,-11.9815,-46.3865,-73.4397,-87.4572,-83.9955,-60.6769,-17.7417,41.7741,112.286,186.316,255.477,311.644,348.15,360.81,348.624,314.016,262.568,202.264,142.334,91.8695,58.4014,46.6797,57.8355,89.0863,134.054,183.679,227.624,255.97,260.97,238.588,189.572,119.87,40.2839,-34.6492,-88.4304,-104.82,-70.2174,24.1185,180.336,393.005,649.052,928.69,1207.26,1457.78,1653.93,1773.1,1799.1,1724.2,1550.25,1288.7,959.501,589.03,207.282,-155.341,-471.249,-718.492,-882.882,-959.149,-951.035,-870.338,-735.059,-566.926,-388.618,-221.061,-81.1203,20.0281,77.6882,93.5359,74.689,32.13,-21.263,-72.7818,-111.758,-130.99,-127.548,-102.891,-62.3097,-13.8275,33.2543,69.9304,88.9424,85.8976,59.9029,13.6408,-47.1002,-114.348,-179.164,-232.969,-268.764,-282.08,-271.525,-238.859,-188.611,-127.314,-62.4917,-1.54638,49.2622,85.6163,105.6,109.772,100.859,83.1365,61.6133,41.1519,25.6708,17.5491,17.321,23.6953,33.8861,44.1869,50.6883,50.0175,39.976,19.975,-8.80036,-43.5214,-80.1165,-113.875,-140.159,-155.106,-156.224,-142.768,-115.864,-78.3555,-34.3933,11.1525,53.3755,88.0024,111.951,123.695,123.385,112.727,94.6205,72.6535,50.5085,31.3916,17.567,10.0668,8.61681,11.7809,17.2949,22.5287,24.9974,22.8361,15.1604,2.25279,-14.4527,-32.5857,-49.2175,-61.3416,-66.3774,-62.6163,-49.5377,-27.9448,0.105256,31.5651,62.816,90.1783,110.435,121.291,121.689,111.957,93.7351,69.7227,43.2711,17.8885,-3.26538,-17.8192,-24.4984,-23.2581,-15.223,-2.44912,12.4523,26.7659,38.1252,44.8947,46.4209
20.6558,19.7871,18.3829,17.7458,19.0378,23.0342,29.9424,39.3179,50.0947,60.7264,69.4182,74.4151,74.299,68.2491,56.2203,39.0106,18.2021,-4.01914,-25.1394,-42.6511,-54.3942,-58.8559,-55.3815,-44.2661,-26.7114,-4.65566,19.4998,43.2242,64.2026,80.6381,91.4691,96.4663,96.1993,91.879,85.1042,77.5553,70.6852,65.4612,62.1996,60.5227,59.4463,57.5842,53.4365,45.7147,33.6466,17.209,-2.75625,-24.5688,-45.8807,-63.9733,-76.137,-80.0786,-74.2929,-58.3393,-32.9752,-0.122421,37.3364,75.905,111.916,142.008,163.556,175.01,176.068,167.669,151.809,131.197,108.814,87.4434,69.2448,55.442,46.1776,40.5576,36.8819,33.0228,26.8911,16.9094,2.41203,-16.1022,-36.9154,-57.2549,-73.6614,-82.5119,-80.6186,-65.8129,-37.4143,3.49551,54.0521,109.86,165.493,215.184,253.6,276.602,281.864,269.25,240.888,200.914,154.91,109.109,69.4854,40.86,26.1569,25.9403,38.3076,59.1754,82.9303,103.362,114.747,112.921,96.1776,65.8345,26.3662,-14.9517,-48.8665,-65.3511,-55.0382,-10.695,71.4685,190.851,342.026,514.914,695.57,867.52,1013.5,1117.4,1166.13,1151.27,1070.17,926.456,729.776,494.896,240.179,-14.3349,-249.038,-446.78,-594.583,-684.841,-715.867,-691.754,-621.573,-518.037,-395.828,-269.784,-153.199,-56.4399,13.9795,55.7546,70.5824,63.4488,41.5411,12.9603,-14.5783,-34.8718,-44.0384,-40.9119,-26.9935,-5.99373,16.9414,36.1879,46.6308,44.5306,28.1418,-1.99715,-43.1362,-90.7228,-139.075,-182.211,-214.699,-232.416,-233.09,-216.568,-184.771,-141.361,-91.184,-39.5667,8.40928,48.5565,78.0623,95.7388,102.019,98.7131,88.5845,74.808,60.4154,47.8086,38.4172,32.5457,29.4288,27.4728,24.6369,18.8854,8.63096,-6.90372,-27.4681,-51.7434,-77.4864,-101.834,-121.718,-134.327,-137.542,-130.268,-112.635,-86.0058,-52.8152,-16.2579,20.1315,52.9366,79.2907,97.2189,105.843,105.425,97.2484,83.3586,66.215,48.3021,31.7673,18.1367,8.15063,1.73878,-1.86788,-3.91276,-5.81867,-8.87415,-13.955,-21.328,-30.5689,-40.6084,-49.898,-56.668,-59.2347,-56.3068,-47.24,-32.1959,-12.1805,11.0489,35.1952,57.7202,76.187,88.5942,93.6518,90.9577,81.0482,65.3164,45.8108,24.9448,5.16243,-11.3909,-23.1435,-29.2784,-29.7972,-25.458,-17.6044,-7.91226,1.90175,10.3625,16.4651,19.8149
9.70642,15.6859,20.9449,25.6744,30.0821,34.3009,38.3163,41.9273,44.7488,46.2571,45.8727,43.0676,37.4791,29.011,17.9039,4.76055,-9.48166,-23.6301,-36.3597,-46.3646,-52.5157,-54.0054,-50.4556,-41.9751,-29.1566,-13.0134,5.13589,23.8183,41.573,57.1092,69.4345,77.9374,82.4132,83.0336,80.2677,74.7685,67.2469,58.3528,48.5849,38.2426,27.4279,16.0952,4.13874,-8.49916,-21.7208,-35.1884,-48.2807,-60.1038,-69.5592,-75.4639,-76.7063,-72.4169,-62.126,-45.8848,-24.3263,1.34568,29.444,57.9534,84.7351,107.754,125.298,136.162,139.764,136.186,126.131,110.799,91.7099,70.4967,48.6959,27.5753,8.01913,-9.51197,-24.9423,-38.4734,-50.4288,-61.0799,-70.4879,-78.3911,-84.1645,-86.8619,-85.3415,-78.4567,-65.2864,-45.3644,-18.8714,13.2499,49.2816,86.832,123.047,154.91,179.59,194.794,199.067,192.009,174.348,147.878,115.25,79.6478,44.3829,12.4801,-13.7033,-32.7571,-44.3569,-49.2382,-49.0055,-45.8027,-41.8909,-39.198,-38.9108,-41.1747,-44.9565,-48.1008,-47.5835,-39.9382,-21.8008,9.49959,55.3881,115.613,188.01,268.5,351.354,429.689,496.157,543.743,566.577,560.659,524.4,458.915,368.012,257.883,136.519,12.928,-103.767,-205.238,-284.754,-337.805,-362.456,-359.41,-331.782,-284.613,-224.207,-157.363,-90.6175,-29.5738,21.5966,60.4316,86.2192,99.8133,103.268,99.3527,91.0337,80.9835,71.2008,62.7789,55.8487,49.6922,42.9959,34.1965,21.8574,5.01502,-16.5614,-42.2357,-70.5153,-99.204,-125.671,-147.194,-161.327,-166.233,-160.943,-145.489,-120.919,-89.1651,-52.8159,-14.8029,21.9359,54.7775,81.6741,101.323,113.226,117.641,115.441,107.909,96.5001,82.6178,67.4329,51.7688,36.0683,20.4393,4.76406,-11.1513,-27.419,-43.9327,-60.2792,-75.7149,-89.214,-99.5821,-105.617,-106.291,-100.929,-89.3479,-71.9346,-49.6562,-23.9865,3.23289,29.9838,54.2865,74.4107,89.0525,97.4564,99.4652,95.4961,86.448,73.5568,58.2221,41.83,25.599,10.4677,-2.96198,-14.4224,-23.9256,-31.6692,-37.9237,-42.9213,-46.769,-49.3987,-50.5658,-49.8935,-46.9561,-41.3859,-32.9839,-21.8131,-8.25872,6.96128,22.8368,38.1566,51.6382,62.0773,68.4984,70.2815,67.2493,59.6984,48.3722,34.3767,19.0515,3.81407,-10.0024,-21.2943,-29.2973,-33.6471,-34.3843,-31.9067,-26.8774,-20.1063,-12.4229,-4.56188,2.92355
12.9506,25.7131,36.4853,44.4873,49.2655,50.7123,49.0408,44.7193,38.3799,30.7152,22.3805,13.916,5.70048,-2.05837,-9.2975,-16.0439,-22.3432,-28.1867,-33.4519,-37.8698,-41.0267,-42.4037,-41.4489,-37.6725,-30.7499,-20.6144,-7.52546,7.90421,24.7283,41.7354,57.5603,70.8238,80.2845,84.9818,84.3498,78.2869,67.171,51.8178,33.3878,13.2555,-7.14225,-26.4555,-43.5501,-57.5983,-68.1203,-74.9751,-78.3043,-78.4432,-75.8144,-70.8267,-63.7943,-54.8941,-44.1668,-31.5624,-17.0209,-0.57358,17.5551,36.8672,56.5494,75.4847,92.3209,105.592,113.882,115.998,111.15,99.0837,80.167,55.3969,26.3342,-5.0366,-36.503,-65.8516,-91.0963,-110.678,-123.606,-129.526,-128.706,-121.937,-110.378,-95.3639,-78.1994,-59.99,-41.5203,-23.2069,-5.13008,12.8618,30.9958,49.394,67.9046,85.9779,102.617,116.415,125.693,128.71,123.927,110.288,87.4654,56.0372,17.5489,-25.5486,-70.0955,-112.535,-149.303,-177.254,-194.054,-198.495,-190.679,-172.036,-145.169,-113.546,-81.0545,-51.5012,-28.101,-13.0372,-7.15143,-9.81162,-18.9799,-31.4787,-43.4232,-50.7662,-49.883,-38.1186,-14.2191,21.4115,66.6723,117.952,170.524,219.104,258.494,284.24,293.206,284.003,257.201,215.308,162.509,104.197,46.3606,-5.09924,-45.0394,-69.6449,-76.8342,-66.4511,-40.2256,-1.51537,45.1337,94.5466,141.525,181.422,210.62,226.852,229.34,218.751,196.975,166.781,131.401,94.0963,57.7797,24.7239,-3.60041,-26.5534,-44.2279,-57.255,-66.5517,-73.0577,-77.5054,-80.2606,-81.2552,-80.0201,-75.8073,-67.7773,-55.2172,-37.751,-15.5046,10.8021,39.8546,69.8368,98.6049,123.919,143.699,156.268,160.549,156.192,143.605,123.899,98.75,70.1956,40.4074,11.4579,-14.8781,-37.2678,-54.894,-67.4541,-75.0929,-78.2851,-77.6913,-74.0129,-67.8708,-59.7248,-49.8452,-38.3372,-25.2088,-10.4679,5.77425,23.2126,41.2919,59.1963,75.8908,90.2111,100.99,107.201,108.103,103.35,93.0708,77.8814,58.8423,37.3601,15.0449,-6.4554,-25.624,-41.2239,-52.4076,-58.7766,-60.3825,-57.6755,-51.4088,-42.5157,-31.9788,-20.7105,-9.461,1.23526,11.0692,19.927,27.8286,34.8495,41.0412,46.3671,50.6663,53.6515,54.9441,54.1394,50.8915,45.0024,36.4997,25.6876,13.1602,-0.228824,-13.4374,-25.3408,-34.8575,-41.0774,-43.3762,-41.4976,-35.5919,-26.2058,-14.2224,-0.760898
30.8579,49.2902,63.5127,72.0683,74.2454,70.1462,60.6378,47.1955,31.6629,15.9692,1.84634,-9.41009,-17.0996,-21.1728,-22.1776,-21.1086,-19.1846,-17.5946,-17.2549,-18.6191,-21.5742,-25.4418,-29.0862,-31.1128,-30.126,-25.0036,-15.1431,-0.635998,17.6611,38.1759,58.7868,77.0865,90.7049,97.6438,96.5744,87.0484,69.592,45.6645,17.4845,-12.2508,-40.714,-65.3123,-84.0141,-95.5903,-99.7328,-97.0361,-88.8448,-76.9938,-63.4838,-50.1457,-38.3474,-28.7931,-21.447,-15.5951,-10.0346,-3.35974,5.704,17.9762,33.5647,51.7259,70.8701,88.7227,102.62,109.902,108.337,96.5222,74.1815,42.3163,3.17565,-39.9603,-83.1576,-122.317,-153.706,-174.448,-182.91,-178.911,-163.727,-139.886,-110.777,-80.1441,-51.5195,-27.7109,-10.404,0.0449474,4.59291,5.26929,4.74638,5.78834,10.6687,20.6547,35.6498,54.0636,72.9445,88.37,96.0438,92.0176,73.4252,39.1113,-9.9559,-70.57,-137.511,-204.101,-263.03,-307.348,-331.48,-332.131,-308.911,-264.606,-204.997,-138.255,-73.9456,-21.7875,9.69975,14.4558,-10.1209,-62.5896,-137.399,-225.37,-314.684,-392.271,-445.429,-463.462,-439.135,-369.733,-257.597,-110.034,61.3837,242.068,416.048,567.796,684.012,755.15,776.484,748.595,677.214,572.451,447.514,317.086,195.571,95.4282,25.8076,-8.3644,-6.73759,26.6876,84.3126,156.102,230.985,298.305,349.128,377.244,379.757,357.194,313.169,253.657,186.012,117.881,56.1637,6.16652,-28.9477,-48.3577,-53.4261,-47.2361,-33.9137,-17.8528,-2.96769,7.91305,13.4262,13.781,10.5918,6.4773,4.50304,7.56278,17.803,36.1826,62.2355,94.0719,128.612,162.014,190.225,209.574,217.3,211.96,193.636,163.927,125.724,82.8115,39.3583,-0.62767,-33.799,-57.8504,-71.734,-75.6843,-71.058,-60.0256,-45.166,-29.0359,-13.7789,-0.836086,9.20349,16.5942,22.2775,27.6107,34.0318,42.7185,54.3026,68.6866,84.9933,101.658,116.648,127.77,133.028,130.951,120.864,103.041,78.7181,49.9692,19.4535,-9.92032,-35.3685,-54.5868,-66.0363,-69.117,-64.2087,-52.5746,-36.1465,-17.2261,1.84961,19.0293,32.8058,42.3759,47.6825,49.3366,48.4372,46.3236,44.3015,43.3903,44.1337,46.5024,49.9059,53.3081,55.4282,54.9912,50.9854,42.8841,30.7922,15.4921,-1.62193,-18.7127,-33.7483,-44.7928,-50.2944,-49.3266,-41.7448,-28.2332,-10.2327,10.2403
