u,v
62.8653,-104.662
-62.8653,104.662
69.483,-115.678
-69.483,115.678
71.1374,-118.433
-71.1374,118.433
72.7918,-121.187
-72.7918,121.187
74.4463,-123.941
-74.4463,123.941
76.1007,-126.695
-76.1007,126.695
77.7552,-129.449
-77.7552,129.449
79.4096,-132.203
-79.4096,132.203
81.0667,-134.961
-81.0667,134.961
82.7211,-137.716
-82.7211,137.716
84.3756,-140.47
-84.3756,140.47
86.0301,-143.224
-86.0301,143.224
87.6846,-145.978
-87.6846,145.978
89.3391,-148.732
-89.3391,148.732
90.9936,-151.486
-90.9936,151.486
92.6481,-154.24
-92.6481,154.24
94.3026,-156.994
-94.3026,156.994
42.2338,-55.258
-42.2338,55.258
47.2512,-48.5347
-47.2512,48.5347
52.2685,-41.8113
-52.2685,41.8113
57.2859,-35.088
-57.2859,35.088
62.2969,-28.3733
-62.2969,28.3733
67.3143,-21.6499
-67.3143,21.6499
72.3318,-14.9266
-72.3318,14.9266
77.3428,-8.21191
-77.3428,8.21191
82.3602,-1.4886
-82.3602,1.4886
87.3777,5.23471
-87.3777,-5.23471
92.3887,11.9494
-92.3887,-11.9494
97.4062,18.6727
-97.4062,-18.6727
102.424,25.396
-102.424,-25.396
107.435,32.1107
-107.435,-32.1107
112.452,38.8339
-112.452,-38.8339
117.47,45.5572
-117.47,-45.5572
122.481,52.2719
-122.481,-52.2719
127.498,58.9952
-127.498,-58.9952
132.516,65.7184
-132.516,-65.7184
137.527,72.4331
-137.527,-72.4331
142.545,79.1563
-142.545,-79.1563
147.562,85.8796
-147.562,-85.8796
152.573,92.5942
-152.573,-92.5942
157.591,99.3174
-157.591,-99.3174
162.608,106.041
-162.608,-106.041
167.62,112.755
-167.62,-112.755
172.637,119.479
-172.637,-119.479
177.655,126.202
-177.655,-126.202
182.666,132.916
-182.666,-132.916
187.684,139.64
-187.684,-139.64
192.701,146.363
-192.701,-146.363
197.719,153.086
-197.719,-153.086
202.73,159.801
-202.73,-159.801
207.748,166.524
-207.748,-166.524
212.765,173.247
-212.765,-173.247
217.777,179.962
-217.777,-179.962
222.794,186.685
-222.794,-186.685
227.812,193.408
-227.812,-193.408
232.823,200.122
-232.823,-200.122
237.841,206.846
-237.841,-206.846
242.859,213.569
-242.859,-213.569
247.87,220.283
-247.87,-220.283
252.888,227.006
-252.888,-227.006
257.906,233.73
-257.906,-233.73
262.917,240.444
-262.917,-240.444
267.935,247.167
-267.935,-247.167
272.953,253.89
-272.953,-253.89
277.964,260.605
-277.964,-260.605
282.982,267.328
-282.982,-267.328
288,274.051
-288,-274.051
293.011,280.766
-293.011,-280.766
-109.885,-436.839
109.885,436.839
326.302,-179.124
-326.302,179.124
824.235,483.497
-824.235,-483.497
1082.27,832.555
-1082.27,-832.555
1180.94,967.281
-1180.94,-967.281
1274.14,1088.94
-1274.14,-1088.94
1203.41,1199.07
-1203.41,-1199.07
1088.08,1386.07
-1088.08,-1386.07
1030.27,1485.33
-1030.27,-1485.33
982.639,1556.82
-982.639,-1556.82
899.946,1700.78
-899.946,-1700.78
784.879,1896.04
-784.879,-1896.04
484.663,1437.87
-484.663,-1437.87
-370.968,243.124
370.968,-243.124
-419.476,342.772
419.476,-342.772
1.65417,-2.75416
-1.65417,2.75416
3.30835,-5.50833
-3.30835,5.50833
4.96254,-8.26249
-4.96254,8.26249
6.61673,-11.0167
-6.61673,11.0167
8.27093,-13.7708
-8.27093,13.7708
9.92514,-16.525
-9.92514,16.525
11.5793,-19.2791
-11.5793,19.2791
13.2361,-22.0375
-13.2361,22.0375
31.4329,-52.3332
-31.4329,52.3332
33.0872,-55.0874
-33.0872,55.0874
34.7415,-57.8415
-34.7415,57.8415
36.3958,-60.5956
-36.3958,60.5956
38.0501,-63.3498
-38.0501,63.3498
39.7045,-66.1039
-39.7045,66.1039
46.3218,-77.1205
-46.3218,77.1205
52.9392,-88.137
-52.9392,88.137
54.5936,-90.8912
-54.5936,90.8912
56.248,-93.6453
-56.248,93.6453
57.9024,-96.3994
-57.9024,96.3994
59.5567,-99.1536
-59.5567,99.1536
61.2111,-101.908
-61.2111,101.908
67.8288,-112.924
-67.8288,112.924
69.4832,-115.678
-69.4832,115.678
71.1377,-118.432
-71.1377,118.432
72.7921,-121.187
-72.7921,121.187
74.4466,-123.941
-74.4466,123.941
76.101,-126.695
-76.101,126.695
77.7555,-129.449
-77.7555,129.449
79.4125,-132.207
-79.4125,132.207
81.067,-134.961
-81.067,134.961
82.7214,-137.716
-82.7214,137.716
84.3759,-140.47
-84.3759,140.47
86.0304,-143.224
-86.0304,143.224
87.6849,-145.978
-87.6849,145.978
89.3394,-148.732
-89.3394,148.732
90.9939,-151.486
-90.9939,151.486
92.6485,-154.24
-92.6485,154.24
40.5796,-52.5038
-40.5796,52.5038
45.597,-45.7805
-45.597,45.7805
50.6144,-39.0572
-50.6144,39.0572
55.6318,-32.3338
-55.6318,32.3338
60.6428,-25.6191
-60.6428,25.6191
65.6602,-18.8958
-65.6602,18.8958
70.6776,-12.1724
-70.6776,12.1724
75.6886,-5.45775
-75.6886,5.45775
80.706,1.26556
-80.706,-1.26556
85.7235,7.98887
-85.7235,-7.98887
90.7345,14.7036
-90.7345,-14.7036
95.752,21.4269
-95.752,-21.4269
100.769,28.1502
-100.769,-28.1502
105.781,34.8648
-105.781,-34.8648
110.798,41.5881
-110.798,-41.5881
115.816,48.3114
-115.816,-48.3114
120.827,55.026
-120.827,-55.026
125.844,61.7493
-125.844,-61.7493
130.862,68.4726
-130.862,-68.4726
135.873,75.1872
-135.873,-75.1872
140.89,81.9105
-140.89,-81.9105
145.908,88.6337
-145.908,-88.6337
150.919,95.3484
-150.919,-95.3484
155.937,102.072
-155.937,-102.072
160.954,108.795
-160.954,-108.795
165.965,115.509
-165.965,-115.509
170.983,122.233
-170.983,-122.233
176.001,128.956
-176.001,-128.956
181.012,135.671
-181.012,-135.671
186.029,142.394
-186.029,-142.394
191.047,149.117
-191.047,-149.117
196.065,155.84
-196.065,-155.84
201.076,162.555
-201.076,-162.555
206.094,169.278
-206.094,-169.278
211.111,176.001
-211.111,-176.001
216.123,182.716
-216.123,-182.716
221.14,189.439
-221.14,-189.439
226.158,196.162
-226.158,-196.162
231.169,202.877
-231.169,-202.877
236.187,209.6
-236.187,-209.6
241.205,216.323
-241.205,-216.323
246.216,223.037
-246.216,-223.037
251.234,229.761
-251.234,-229.761
256.252,236.484
-256.252,-236.484
261.263,243.198
-261.263,-243.198
266.281,249.921
-266.281,-249.921
271.298,256.645
-271.298,-256.645
276.31,263.359
-276.31,-263.359
281.328,270.082
-281.328,-270.082
286.345,276.805
-286.345,-276.805
291.357,283.52
-291.357,-283.52
-111.539,-434.085
111.539,434.085
324.647,-176.37
-324.647,176.37
822.58,486.251
-822.58,-486.251
1080.62,835.309
-1080.62,-835.309
1179.29,970.036
-1179.29,-970.036
1272.49,1091.7
-1272.49,-1091.7
1201.75,1201.82
-1201.75,-1201.82
1086.43,1388.82
-1086.43,-1388.82
1028.61,1488.09
-1028.61,-1488.09
980.985,1559.57
-980.985,-1559.57
898.292,1703.53
-898.292,-1703.53
783.224,1898.8
-783.224,-1898.8
483.009,1440.63
-483.009,-1440.63
-372.622,245.879
372.622,-245.879
-421.13,345.526
421.13,-345.526
1.65418,-2.75416
-1.65418,2.75416
3.30837,-5.50833
-3.30837,5.50833
4.96256,-8.26249
-4.96256,8.26249
6.61676,-11.0166
-6.61676,11.0166
8.27096,-13.7708
-8.27096,13.7708
9.92518,-16.525
-9.92518,16.525
11.5819,-19.2834
-11.5819,19.2834
29.7788,-49.579
-29.7788,49.579
31.433,-52.3332
-31.433,52.3332
33.0873,-55.0873
-33.0873,55.0873
34.7416,-57.8415
-34.7416,57.8415
36.396,-60.5956
-36.396,60.5956
38.0503,-63.3498
-38.0503,63.3498
44.6676,-74.3663
-44.6676,74.3663
51.285,-85.3829
-51.285,85.3829
52.9394,-88.137
-52.9394,88.137
54.5938,-90.8911
-54.5938,90.8911
56.2482,-93.6453
-56.2482,93.6453
57.9026,-96.3994
-57.9026,96.3994
59.557,-99.1535
-59.557,99.1535
66.1746,-110.17
-66.1746,110.17
67.8291,-112.924
-67.8291,112.924
69.4835,-115.678
-69.4835,115.678
71.1379,-118.432
-71.1379,118.432
72.7924,-121.187
-72.7924,121.187
74.4468,-123.941
-74.4468,123.941
76.1013,-126.695
-76.1013,126.695
77.7583,-129.453
-77.7583,129.453
79.4128,-132.207
-79.4128,132.207
81.0673,-134.961
-81.0673,134.961
82.7218,-137.716
-82.7218,137.716
84.3762,-140.47
-84.3762,140.47
86.0307,-143.224
-86.0307,143.224
87.6853,-145.978
-87.6853,145.978
89.3398,-148.732
-89.3398,148.732
90.9943,-151.486
-90.9943,151.486
38.9254,-49.7497
-38.9254,49.7497
43.9428,-43.0263
-43.9428,43.0263
48.9602,-36.303
-48.9602,36.303
53.9776,-29.5796
-53.9776,29.5796
58.9886,-22.8649
-58.9886,22.8649
64.006,-16.1416
-64.006,16.1416
69.0234,-9.41828
-69.0234,9.41828
74.0344,-2.70358
-74.0344,2.70358
79.0519,4.01973
-79.0519,-4.01973
84.0693,10.743
-84.0693,-10.743
89.0803,17.4577
-89.0803,-17.4577
94.0978,24.181
-94.0978,-24.181
99.1153,30.9043
-99.1153,-30.9043
104.126,37.619
-104.126,-37.619
109.144,44.3423
-109.144,-44.3423
114.161,51.0656
-114.161,-51.0656
119.172,57.7802
-119.172,-57.7802
124.19,64.5035
-124.19,-64.5035
129.208,71.2267
-129.208,-71.2267
134.219,77.9414
-134.219,-77.9414
139.236,84.6646
-139.236,-84.6646
144.254,91.3879
-144.254,-91.3879
149.265,98.1025
-149.265,-98.1025
154.282,104.826
-154.282,-104.826
159.3,111.549
-159.3,-111.549
164.311,118.264
-164.311,-118.264
169.329,124.987
-169.329,-124.987
174.346,131.71
-174.346,-131.71
179.358,138.425
-179.358,-138.425
184.375,145.148
-184.375,-145.148
189.393,151.871
-189.393,-151.871
194.411,158.594
-194.411,-158.594
199.422,165.309
-199.422,-165.309
204.439,172.032
-204.439,-172.032
209.457,178.755
-209.457,-178.755
214.468,185.47
-214.468,-185.47
219.486,192.193
-219.486,-192.193
224.504,198.916
-224.504,-198.916
229.515,205.631
-229.515,-205.631
234.533,212.354
-234.533,-212.354
239.551,219.077
-239.551,-219.077
244.562,225.792
-244.562,-225.792
249.58,232.515
-249.58,-232.515
254.597,239.238
-254.597,-239.238
259.609,245.952
-259.609,-245.952
264.626,252.676
-264.626,-252.676
269.644,259.399
-269.644,-259.399
274.656,266.113
-274.656,-266.113
279.673,272.836
-279.673,-272.836
284.691,279.559
-284.691,-279.559
289.703,286.274
-289.703,-286.274
-113.193,-431.331
113.193,431.331
322.993,-173.616
-322.993,173.616
820.926,489.005
-820.926,-489.005
1078.96,838.063
-1078.96,-838.063
1177.64,972.79
-1177.64,-972.79
1270.83,1094.45
-1270.83,-1094.45
1200.1,1204.58
-1200.1,-1204.58
1084.77,1391.58
-1084.77,-1391.58
1026.96,1490.84
-1026.96,-1490.84
979.331,1562.33
-979.331,-1562.33
896.638,1706.29
-896.638,-1706.29
781.57,1901.55
-781.57,-1901.55
481.355,1443.38
-481.355,-1443.38
-374.276,248.633
374.276,-248.633
-422.785,348.28
422.785,-348.28
1.65419,-2.75416
-1.65419,2.75416
3.30838,-5.50832
-3.30838,5.50832
4.96258,-8.26248
-4.96258,8.26248
6.61678,-11.0166
-6.61678,11.0166
8.271,-13.7708
-8.271,13.7708
9.92777,-16.5292
-9.92777,16.5292
28.1246,-46.8249
-28.1246,46.8249
29.7789,-49.579
-29.7789,49.579
31.4332,-52.3332
-31.4332,52.3332
33.0875,-55.0873
-33.0875,55.0873
34.7418,-57.8415
-34.7418,57.8415
36.3961,-60.5956
-36.3961,60.5956
43.0134,-71.6122
-43.0134,71.6122
49.6309,-82.6287
-49.6309,82.6287
51.2852,-85.3828
-51.2852,85.3828
52.9396,-88.137
-52.9396,88.137
54.594,-90.8911
-54.594,90.8911
56.2484,-93.6452
-56.2484,93.6452
57.9028,-96.3994
-57.9028,96.3994
64.5204,-107.416
-64.5204,107.416
66.1749,-110.17
-66.1749,110.17
67.8293,-112.924
-67.8293,112.924
69.4838,-115.678
-69.4838,115.678
71.1382,-118.432
-71.1382,118.432
72.7927,-121.187
-72.7927,121.187
74.4471,-123.941
-74.4471,123.941
76.1041,-126.699
-76.1041,126.699
77.7586,-129.453
-77.7586,129.453
79.4131,-132.207
-79.4131,132.207
81.0676,-134.961
-81.0676,134.961
82.7221,-137.715
-82.7221,137.715
84.3766,-140.47
-84.3766,140.47
86.0311,-143.224
-86.0311,143.224
87.6856,-145.978
-87.6856,145.978
89.3401,-148.732
-89.3401,148.732
37.2713,-46.9955
-37.2713,46.9955
42.2886,-40.2722
-42.2886,40.2722
47.306,-33.5488
-47.306,33.5488
52.3234,-26.8255
-52.3234,26.8255
57.3344,-20.1108
-57.3344,20.1108
62.3518,-13.3874
-62.3518,13.3874
67.3692,-6.66412
-67.3692,6.66412
72.3802,0.0505782
-72.3802,-0.0505782
77.3977,6.77389
-77.3977,-6.77389
82.4151,13.4972
-82.4151,-13.4972
87.4262,20.2119
-87.4262,-20.2119
92.4436,26.9352
-92.4436,-26.9352
97.4611,33.6585
-97.4611,-33.6585
102.472,40.3732
-102.472,-40.3732
107.49,47.0964
-107.49,-47.0964
112.507,53.8197
-112.507,-53.8197
117.518,60.5344
-117.518,-60.5344
122.536,67.2576
-122.536,-67.2576
127.553,73.9809
-127.553,-73.9809
132.564,80.6956
-132.564,-80.6956
137.582,87.4188
-137.582,-87.4188
142.6,94.1421
-142.6,-94.1421
147.611,100.857
-147.611,-100.857
152.628,107.58
-152.628,-107.58
157.646,114.303
-157.646,-114.303
162.657,121.018
-162.657,-121.018
167.675,127.741
-167.675,-127.741
172.692,134.464
-172.692,-134.464
177.703,141.179
-177.703,-141.179
182.721,147.902
-182.721,-147.902
187.739,154.625
-187.739,-154.625
192.756,161.348
-192.756,-161.348
197.768,168.063
-197.768,-168.063
202.785,174.786
-202.785,-174.786
207.803,181.509
-207.803,-181.509
212.814,188.224
-212.814,-188.224
217.832,194.947
-217.832,-194.947
222.85,201.67
-222.85,-201.67
227.861,208.385
-227.861,-208.385
232.879,215.108
-232.879,-215.108
237.896,221.831
-237.896,-221.831
242.908,228.546
-242.908,-228.546
247.925,235.269
-247.925,-235.269
252.943,241.992
-252.943,-241.992
257.954,248.707
-257.954,-248.707
262.972,255.43
-262.972,-255.43
267.99,262.153
-267.99,-262.153
273.001,268.867
-273.001,-268.867
278.019,275.591
-278.019,-275.591
283.037,282.314
-283.037,-282.314
288.048,289.028
-288.048,-289.028
-114.847,-428.577
114.847,428.577
321.339,-170.862
-321.339,170.862
819.272,491.76
-819.272,-491.76
1077.31,840.817
-1077.31,-840.817
1175.98,975.544
-1175.98,-975.544
1269.18,1097.2
-1269.18,-1097.2
1198.44,1207.33
-1198.44,-1207.33
1083.12,1394.33
-1083.12,-1394.33
1025.31,1493.6
-1025.31,-1493.6
977.677,1565.08
-977.677,-1565.08
894.983,1709.04
-894.983,-1709.04
779.916,1904.3
-779.916,-1904.3
479.7,1446.13
-479.7,-1446.13
-375.931,251.387
375.931,-251.387
-424.439,351.034
424.439,-351.034
1.65419,-2.75416
-1.65419,2.75416
3.30839,-5.50832
-3.30839,5.50832
4.9626,-8.26248
-4.9626,8.26248
6.61681,-11.0166
-6.61681,11.0166
8.27358,-13.775
-8.27358,13.775
26.4704,-44.0707
-26.4704,44.0707
28.1247,-46.8249
-28.1247,46.8249
29.779,-49.579
-29.779,49.579
31.4333,-52.3332
-31.4333,52.3332
33.0876,-55.0873
-33.0876,55.0873
34.7419,-57.8414
-34.7419,57.8414
41.3592,-68.858
-41.3592,68.858
47.9767,-79.8745
-47.9767,79.8745
49.631,-82.6287
-49.631,82.6287
51.2854,-85.3828
-51.2854,85.3828
52.9398,-88.1369
-52.9398,88.1369
54.5942,-90.8911
-54.5942,90.8911
56.2486,-93.6452
-56.2486,93.6452
62.8663,-104.662
-62.8663,104.662
64.5207,-107.416
-64.5207,107.416
66.1751,-110.17
-66.1751,110.17
67.8296,-112.924
-67.8296,112.924
69.484,-115.678
-69.484,115.678
71.1385,-118.432
-71.1385,118.432
72.7929,-121.186
-72.7929,121.186
74.45,-123.945
-74.45,123.945
76.1044,-126.699
-76.1044,126.699
77.7589,-129.453
-77.7589,129.453
79.4134,-132.207
-79.4134,132.207
81.0679,-134.961
-81.0679,134.961
82.7224,-137.715
-82.7224,137.715
84.3769,-140.47
-84.3769,140.47
86.0314,-143.224
-86.0314,143.224
87.6859,-145.978
-87.6859,145.978
35.6171,-44.2414
-35.6171,44.2414
40.6344,-37.518
-40.6344,37.518
45.6518,-30.7947
-45.6518,30.7947
50.6692,-24.0713
-50.6692,24.0713
55.6802,-17.3566
-55.6802,17.3566
60.6976,-10.6333
-60.6976,10.6333
65.7151,-3.90996
-65.7151,3.90996
70.7261,2.80474
-70.7261,-2.80474
75.7435,9.52805
-75.7435,-9.52805
80.761,16.2514
-80.761,-16.2514
85.772,22.966
-85.772,-22.966
90.7895,29.6893
-90.7895,-29.6893
95.8069,36.4126
-95.8069,-36.4126
100.818,43.1273
-100.818,-43.1273
105.835,49.8506
-105.835,-49.8506
110.853,56.5739
-110.853,-56.5739
115.864,63.2885
-115.864,-63.2885
120.882,70.0118
-120.882,-70.0118
125.899,76.7351
-125.899,-76.7351
130.91,83.4497
-130.91,-83.4497
135.928,90.173
-135.928,-90.173
140.945,96.8962
-140.945,-96.8962
145.957,103.611
-145.957,-103.611
150.974,110.334
-150.974,-110.334
155.992,117.057
-155.992,-117.057
161.003,123.772
-161.003,-123.772
166.02,130.495
-166.02,-130.495
171.038,137.218
-171.038,-137.218
176.049,143.933
-176.049,-143.933
181.067,150.656
-181.067,-150.656
186.085,157.379
-186.085,-157.379
191.102,164.103
-191.102,-164.103
196.113,170.817
-196.113,-170.817
201.131,177.54
-201.131,-177.54
206.149,184.264
-206.149,-184.264
211.16,190.978
-211.16,-190.978
216.178,197.701
-216.178,-197.701
221.195,204.425
-221.195,-204.425
226.207,211.139
-226.207,-211.139
231.224,217.862
-231.224,-217.862
236.242,224.585
-236.242,-224.585
241.253,231.3
-241.253,-231.3
246.271,238.023
-246.271,-238.023
251.289,244.746
-251.289,-244.746
256.3,251.461
-256.3,-251.461
261.318,258.184
-261.318,-258.184
266.336,264.907
-266.336,-264.907
271.347,271.622
-271.347,-271.622
276.365,278.345
-276.365,-278.345
281.383,285.068
-281.383,-285.068
286.394,291.782
-286.394,-291.782
-116.502,-425.822
116.502,425.822
319.685,-168.108
-319.685,168.108
817.618,494.514
-817.618,-494.514
1075.65,843.571
-1075.65,-843.571
1174.33,978.298
-1174.33,-978.298
1267.52,1099.96
-1267.52,-1099.96
1196.79,1210.09
-1196.79,-1210.09
1081.46,1397.09
-1081.46,-1397.09
1023.65,1496.35
-1023.65,-1496.35
976.023,1567.83
-976.023,-1567.83
893.329,1711.8
-893.329,-1711.8
778.262,1907.06
-778.262,-1907.06
478.046,1448.89
-478.046,-1448.89
-377.585,254.141
377.585,-254.141
-426.093,353.789
426.093,-353.789
1.6542,-2.75416
-1.6542,2.75416
3.3084,-5.50832
-3.3084,5.50832
4.96262,-8.26248
-4.96262,8.26248
6.61939,-11.0209
-6.61939,11.0209
24.8162,-41.3166
-24.8162,41.3166
26.4705,-44.0707
-26.4705,44.0707
28.1248,-46.8248
-28.1248,46.8248
29.7791,-49.579
-29.7791,49.579
31.4334,-52.3331
-31.4334,52.3331
33.0877,-55.0873
-33.0877,55.0873
39.7051,-66.1038
-39.7051,66.1038
46.3225,-77.1204
-46.3225,77.1204
47.9769,-79.8745
-47.9769,79.8745
49.6312,-82.6287
-49.6312,82.6287
51.2856,-85.3828
-51.2856,85.3828
52.94,-88.1369
-52.94,88.1369
54.5944,-90.891
-54.5944,90.891
61.2121,-101.908
-61.2121,101.908
62.8665,-104.662
-62.8665,104.662
64.5209,-107.416
-64.5209,107.416
66.1754,-110.17
-66.1754,110.17
67.8298,-112.924
-67.8298,112.924
69.4843,-115.678
-69.4843,115.678
71.1387,-118.432
-71.1387,118.432
72.7958,-121.191
-72.7958,121.191
74.4502,-123.945
-74.4502,123.945
76.1047,-126.699
-76.1047,126.699
77.7592,-129.453
-77.7592,129.453
79.4137,-132.207
-79.4137,132.207
81.0682,-134.961
-81.0682,134.961
82.7227,-137.715
-82.7227,137.715
84.3772,-140.469
-84.3772,140.469
86.0317,-143.224
-86.0317,143.224
33.9629,-41.4872
-33.9629,41.4872
38.9803,-34.7638
-38.9803,34.7638
43.9976,-28.0405
-43.9976,28.0405
49.015,-21.3172
-49.015,21.3172
54.026,-14.6024
-54.026,14.6024
59.0434,-7.87912
-59.0434,7.87912
64.0609,-1.1558
-64.0609,1.1558
69.0719,5.5589
-69.0719,-5.5589
74.0893,12.2822
-74.0893,-12.2822
79.1068,19.0055
-79.1068,-19.0055
84.1178,25.7202
-84.1178,-25.7202
89.1353,32.4435
-89.1353,-32.4435
94.1527,39.1668
-94.1527,-39.1668
99.1638,45.8815
-99.1638,-45.8815
104.181,52.6048
-104.181,-52.6048
109.199,59.328
-109.199,-59.328
114.21,66.0427
-114.21,-66.0427
119.227,72.766
-119.227,-72.766
124.245,79.4892
-124.245,-79.4892
129.256,86.2039
-129.256,-86.2039
134.274,92.9271
-134.274,-92.9271
139.291,99.6504
-139.291,-99.6504
144.302,106.365
-144.302,-106.365
149.32,113.088
-149.32,-113.088
154.337,119.811
-154.337,-119.811
159.349,126.526
-159.349,-126.526
164.366,133.249
-164.366,-133.249
169.384,139.973
-169.384,-139.973
174.395,146.687
-174.395,-146.687
179.413,153.41
-179.413,-153.41
184.43,160.134
-184.43,-160.134
189.448,166.857
-189.448,-166.857
194.459,173.571
-194.459,-173.571
199.477,180.295
-199.477,-180.295
204.495,187.018
-204.495,-187.018
209.506,193.732
-209.506,-193.732
214.524,200.456
-214.524,-200.456
219.541,207.179
-219.541,-207.179
224.553,213.893
-224.553,-213.893
229.57,220.616
-229.57,-220.616
234.588,227.34
-234.588,-227.34
239.599,234.054
-239.599,-234.054
244.617,240.777
-244.617,-240.777
249.635,247.5
-249.635,-247.5
254.646,254.215
-254.646,-254.215
259.664,260.938
-259.664,-260.938
264.682,267.661
-264.682,-267.661
269.693,274.376
-269.693,-274.376
274.711,281.099
-274.711,-281.099
279.729,287.822
-279.729,-287.822
284.74,294.536
-284.74,-294.536
-118.156,-423.068
118.156,423.068
318.031,-165.354
-318.031,165.354
815.964,497.268
-815.964,-497.268
1074,846.325
-1074,-846.325
1172.67,981.052
-1172.67,-981.052
1265.87,1102.71
-1265.87,-1102.71
1195.14,1212.84
-1195.14,-1212.84
1079.81,1399.84
-1079.81,-1399.84
1022,1499.1
-1022,-1499.1
974.368,1570.59
-974.368,-1570.59
891.675,1714.55
-891.675,-1714.55
776.608,1909.81
-776.608,-1909.81
476.392,1451.64
-476.392,-1451.64
-379.239,256.895
379.239,-256.895
-427.747,356.543
427.747,-356.543
1.65421,-2.75416
-1.65421,2.75416
3.30842,-5.50832
-3.30842,5.50832
4.96519,-8.26673
-4.96519,8.26673
23.162,-38.5624
-23.162,38.5624
24.8163,-41.3165
-24.8163,41.3165
26.4706,-44.0707
-26.4706,44.0707
28.1249,-46.8248
-28.1249,46.8248
29.7792,-49.579
-29.7792,49.579
31.4335,-52.3331
-31.4335,52.3331
38.0509,-63.3497
-38.0509,63.3497
44.6683,-74.3662
-44.6683,74.3662
46.3227,-77.1204
-46.3227,77.1204
47.977,-79.8745
-47.977,79.8745
49.6314,-82.6286
-49.6314,82.6286
51.2858,-85.3828
-51.2858,85.3828
52.9402,-88.1369
-52.9402,88.1369
59.5579,-99.1534
-59.5579,99.1534
61.2123,-101.908
-61.2123,101.908
62.8667,-104.662
-62.8667,104.662
64.5212,-107.416
-64.5212,107.416
66.1756,-110.17
-66.1756,110.17
67.8301,-112.924
-67.8301,112.924
69.4845,-115.678
-69.4845,115.678
71.1416,-118.437
-71.1416,118.437
72.796,-121.191
-72.796,121.191
74.4505,-123.945
-74.4505,123.945
76.105,-126.699
-76.105,126.699
77.7595,-129.453
-77.7595,129.453
79.414,-132.207
-79.414,132.207
81.0685,-134.961
-81.0685,134.961
82.723,-137.715
-82.723,137.715
84.3775,-140.469
-84.3775,140.469
32.3087,-38.733
-32.3087,38.733
37.3261,-32.0097
-37.3261,32.0097
42.3434,-25.2863
-42.3434,25.2863
47.3608,-18.563
-47.3608,18.563
52.3718,-11.8483
-52.3718,11.8483
57.3892,-5.12496
-57.3892,5.12496
62.4067,1.59836
-62.4067,-1.59836
67.4177,8.31306
-67.4177,-8.31306
72.4351,15.0364
-72.4351,-15.0364
77.4526,21.7597
-77.4526,-21.7597
82.4636,28.4744
-82.4636,-28.4744
87.4811,35.1977
-87.4811,-35.1977
92.4985,41.921
-92.4985,-41.921
97.5096,48.6356
-97.5096,-48.6356
102.527,55.3589
-102.527,-55.3589
107.545,62.0822
-107.545,-62.0822
112.556,68.7969
-112.556,-68.7969
117.573,75.5201
-117.573,-75.5201
122.591,82.2434
-122.591,-82.2434
127.602,88.958
-127.602,-88.958
132.619,95.6813
-132.619,-95.6813
137.637,102.405
-137.637,-102.405
142.648,109.119
-142.648,-109.119
147.666,115.842
-147.666,-115.842
152.683,122.566
-152.683,-122.566
157.694,129.28
-157.694,-129.28
162.712,136.003
-162.712,-136.003
167.73,142.727
-167.73,-142.727
172.741,149.441
-172.741,-149.441
177.758,156.165
-177.758,-156.165
182.776,162.888
-182.776,-162.888
187.794,169.611
-187.794,-169.611
192.805,176.326
-192.805,-176.326
197.823,183.049
-197.823,-183.049
202.84,189.772
-202.84,-189.772
207.852,196.486
-207.852,-196.486
212.869,203.21
-212.869,-203.21
217.887,209.933
-217.887,-209.933
222.898,216.647
-222.898,-216.647
227.916,223.371
-227.916,-223.371
232.934,230.094
-232.934,-230.094
237.945,236.808
-237.945,-236.808
242.963,243.531
-242.963,-243.531
247.981,250.255
-247.981,-250.255
252.992,256.969
-252.992,-256.969
258.01,263.692
-258.01,-263.692
263.027,270.415
-263.027,-270.415
268.039,277.13
-268.039,-277.13
273.057,283.853
-273.057,-283.853
278.074,290.576
-278.074,-290.576
283.086,297.291
-283.086,-297.291
-119.81,-420.314
119.81,420.314
316.376,-162.599
-316.376,162.599
814.309,500.022
-814.309,-500.022
1072.35,849.08
-1072.35,-849.08
1171.02,983.806
-1171.02,-983.806
1264.21,1105.47
-1264.21,-1105.47
1193.48,1215.6
-1193.48,-1215.6
1078.15,1402.59
-1078.15,-1402.59
1020.34,1501.86
-1020.34,-1501.86
972.714,1573.34
-972.714,-1573.34
890.021,1717.3
-890.021,-1717.3
774.953,1912.57
-774.953,-1912.57
474.738,1454.4
-474.738,-1454.4
-380.893,259.649
380.893,-259.649
-429.401,359.297
429.401,-359.297
1.65421,-2.75416
-1.65421,2.75416
3.31098,-5.51257
-3.31098,5.51257
21.5078,-35.8082
-21.5078,35.8082
23.1621,-38.5624
-23.1621,38.5624
24.8164,-41.3165
-24.8164,41.3165
26.4707,-44.0707
-26.4707,44.0707
28.125,-46.8248
-28.125,46.8248
29.7793,-49.579
-29.7793,49.579
36.3966,-60.5955
-36.3966,60.5955
43.0141,-71.6121
-43.0141,71.6121
44.6685,-74.3662
-44.6685,74.3662
46.3228,-77.1203
-46.3228,77.1203
47.9772,-79.8745
-47.9772,79.8745
49.6316,-82.6286
-49.6316,82.6286
51.286,-85.3827
-51.286,85.3827
57.9037,-96.3992
-57.9037,96.3992
59.5581,-99.1534
-59.5581,99.1534
61.2125,-101.907
-61.2125,101.907
62.867,-104.662
-62.867,104.662
64.5214,-107.416
