u,v
-159.929,-291.347
164.947,298.07
-164.947,-298.07
169.958,304.784
-169.958,-304.784
174.976,311.507
-174.976,-311.507
179.994,318.231
-179.994,-318.231
185.005,324.945
-185.005,-324.945
190.023,331.668
-190.023,-331.668
195.04,338.391
-195.04,-338.391
200.052,345.106
-200.052,-345.106
205.069,351.829
-205.069,-351.829
210.087,358.552
-210.087,-358.552
215.099,365.267
-215.099,-365.267
220.116,371.99
-220.116,-371.99
225.134,378.713
-225.134,-378.713
230.146,385.427
-230.146,-385.427
-172.75,-332.177
172.75,332.177
263.436,-74.4626
-263.436,74.4626
761.369,588.159
-761.369,-588.159
1019.41,937.217
-1019.41,-937.217
1118.08,1071.94
-1118.08,-1071.94
1211.27,1193.6
-1211.27,-1193.6
1140.54,1303.73
-1140.54,-1303.73
1025.21,1490.73
-1025.21,-1490.73
967.402,1590
-967.402,-1590
919.774,1661.48
-919.774,-1661.48
837.081,1805.44
-837.081,-1805.44
722.013,2000.7
-722.013,-2000.7
421.798,1542.53
-421.798,-1542.53
-433.833,347.786
433.833,-347.786
-482.342,447.434
482.342,-447.434
1.65443,-2.75413
-1.65443,2.75413
3.30887,-5.50825
-3.30887,5.50825
4.96331,-8.26237
-4.96331,8.26237
6.61776,-11.0165
-6.61776,11.0165
8.27221,-13.7706
-8.27221,13.7706
9.92667,-16.5247
-9.92667,16.5247
11.5837,-19.2831
-11.5837,19.2831
13.2382,-22.0372
-13.2382,22.0372
14.8926,-24.7913
-14.8926,24.7913
16.5471,-27.5455
-16.5471,27.5455
18.2016,-30.2996
-18.2016,30.2996
19.8561,-33.0537
-19.8561,33.0537
21.5106,-35.8078
-21.5106,35.8078
23.1651,-38.5619
-23.1651,38.5619
24.8197,-41.316
-24.8197,41.316
-27.2492,60.4204
27.2492,-60.4204
-22.2318,67.1437
22.2318,-67.1437
-17.2144,73.8671
17.2144,-73.8671
-12.197,80.5904
12.197,-80.5904
-7.18605,87.3051
7.18605,-87.3051
-2.16863,94.0284
2.16863,-94.0284
2.84879,100.752
-2.84879,-100.752
7.8598,107.466
-7.8598,-107.466
12.8772,114.19
-12.8772,-114.19
17.8947,120.913
-17.8947,-120.913
22.9057,127.628
-22.9057,-127.628
27.9232,134.351
-27.9232,-134.351
32.9407,141.074
-32.9407,-141.074
37.9517,147.789
-37.9517,-147.789
42.9692,154.512
-42.9692,-154.512
47.9867,161.236
-47.9867,-161.236
52.9978,167.95
-52.9978,-167.95
58.0153,174.674
-58.0153,-174.674
63.0329,181.397
-63.0329,-181.397
68.044,188.111
-68.044,-188.111
73.0615,194.835
-73.0615,-194.835
78.0791,201.558
-78.0791,-201.558
83.0902,208.273
-83.0902,-208.273
88.1078,214.996
-88.1078,-214.996
93.1254,221.719
-93.1254,-221.719
98.1366,228.434
-98.1366,-228.434
103.154,235.157
-103.154,-235.157
108.172,241.88
-108.172,-241.88
113.183,248.595
-113.183,-248.595
118.201,255.318
-118.201,-255.318
123.218,262.041
-123.218,-262.041
128.236,268.764
-128.236,-268.764
133.247,275.479
-133.247,-275.479
138.265,282.202
-138.265,-282.202
143.282,288.925
-143.282,-288.925
148.294,295.64
-148.294,-295.64
153.311,302.363
-153.311,-302.363
158.329,309.086
-158.329,-309.086
163.34,315.801
-163.34,-315.801
168.358,322.524
-168.358,-322.524
173.376,329.247
-173.376,-329.247
178.387,335.962
-178.387,-335.962
183.405,342.685
-183.405,-342.685
188.423,349.408
-188.423,-349.408
193.434,356.122
-193.434,-356.122
198.452,362.846
-198.452,-362.846
203.47,369.569
-203.47,-369.569
208.481,376.283
-208.481,-376.283
213.499,383.006
-213.499,-383.006
218.517,389.73
-218.517,-389.73
223.528,396.444
-223.528,-396.444
-179.368,-321.161
179.368,321.161
256.819,-63.4461
-256.819,63.4461
754.752,599.175
-754.752,-599.175
1012.79,948.233
-1012.79,-948.233
1111.46,1082.96
-1111.46,-1082.96
1204.66,1204.62
-1204.66,-1204.62
1133.92,1314.75
-1133.92,-1314.75
1018.6,1501.75
-1018.6,-1501.75
960.785,1601.01
-960.785,-1601.01
913.156,1672.5
-913.156,-1672.5
830.463,1816.46
-830.463,-1816.46
715.396,2011.72
-715.396,-2011.72
415.18,1553.55
-415.18,-1553.55
-440.451,358.803
440.451,-358.803
-488.959,458.45
488.959,-458.45
1.65444,-2.75412
-1.65444,2.75412
3.30888,-5.50825
-3.30888,5.50825
4.96333,-8.26237
-4.96333,8.26237
6.61778,-11.0165
-6.61778,11.0165
8.27224,-13.7706
-8.27224,13.7706
9.92926,-16.529
-9.92926,16.529
11.5837,-19.2831
-11.5837,19.2831
13.2382,-22.0372
-13.2382,22.0372
14.8927,-24.7913
-14.8927,24.7913
16.5472,-27.5455
-16.5472,27.5455
18.2017,-30.2996
-18.2017,30.2996
19.8562,-33.0537
-19.8562,33.0537
21.5107,-35.8078
-21.5107,35.8078
23.1652,-38.5619
-23.1652,38.5619
-28.9036,63.1745
28.9036,-63.1745
-23.8862,69.8978
23.8862,-69.8978
-18.8689,76.6212
18.8689,-76.6212
-13.8515,83.3445
13.8515,-83.3445
-8.84048,90.0592
8.84048,-90.0592
-3.82306,96.7826
3.82306,-96.7826
1.19436,103.506
-1.19436,-103.506
6.20537,110.221
-6.20537,-110.221
11.2228,116.944
-11.2228,-116.944
16.2403,123.667
-16.2403,-123.667
21.2513,130.382
-21.2513,-130.382
26.2688,137.105
-26.2688,-137.105
31.2862,143.828
-31.2862,-143.828
36.2973,150.543
-36.2973,-150.543
41.3148,157.266
-41.3148,-157.266
46.3323,163.99
-46.3323,-163.99
51.3434,170.704
-51.3434,-170.704
56.3609,177.428
-56.3609,-177.428
61.3784,184.151
-61.3784,-184.151
66.3896,190.866
-66.3896,-190.866
71.4071,197.589
-71.4071,-197.589
76.4247,204.312
-76.4247,-204.312
81.4358,211.027
-81.4358,-211.027
86.4534,217.75
-86.4534,-217.75
91.471,224.473
-91.471,-224.473
96.4821,231.188
-96.4821,-231.188
101.5,237.911
-101.5,-237.911
106.517,244.634
-106.517,-244.634
111.529,251.349
-111.529,-251.349
116.546,258.072
-116.546,-258.072
121.564,264.795
-121.564,-264.795
126.581,271.518
-126.581,-271.518
131.593,278.233
-131.593,-278.233
136.61,284.956
-136.61,-284.956
141.628,291.679
-141.628,-291.679
146.639,298.394
-146.639,-298.394
151.657,305.117
-151.657,-305.117
156.675,311.84
-156.675,-311.84
161.686,318.555
-161.686,-318.555
166.704,325.278
-166.704,-325.278
171.721,332.001
-171.721,-332.001
176.733,338.716
-176.733,-338.716
181.751,345.439
-181.751,-345.439
186.768,352.162
-186.768,-352.162
191.78,358.877
-191.78,-358.877
196.797,365.6
-196.797,-365.6
201.815,372.323
-201.815,-372.323
206.827,379.037
-206.827,-379.037
211.844,385.761
-211.844,-385.761
216.862,392.484
-216.862,-392.484
221.874,399.198
-221.874,-399.198
-181.022,-318.406
181.022,318.406
255.164,-60.692
-255.164,60.692
753.097,601.93
-753.097,-601.93
1011.13,950.987
-1011.13,-950.987
1109.81,1085.71
-1109.81,-1085.71
1203,1207.37
-1203,-1207.37
1132.27,1317.5
-1132.27,-1317.5
1016.94,1504.5
-1016.94,-1504.5
959.13,1603.77
-959.13,-1603.77
911.502,1675.25
-911.502,-1675.25
828.808,1819.21
-828.808,-1819.21
713.741,2014.47
-713.741,-2014.47
413.526,1556.3
-413.526,-1556.3
-442.105,361.557
442.105,-361.557
-490.614,461.204
490.614,-461.204
1.65444,-2.75412
-1.65444,2.75412
3.30889,-5.50825
-3.30889,5.50825
4.96334,-8.26237
-4.96334,8.26237
6.61781,-11.0165
-6.61781,11.0165
8.27483,-13.7749
-8.27483,13.7749
9.9293,-16.529
-9.9293,16.529
11.5838,-19.2831
-11.5838,19.2831
13.2383,-22.0372
-13.2383,22.0372
14.8928,-24.7913
-14.8928,24.7913
16.5473,-27.5454
-16.5473,27.5454
18.2018,-30.2996
-18.2018,30.2996
19.8563,-33.0537
-19.8563,33.0537
21.5108,-35.8078
-21.5108,35.8078
-30.5581,65.9286
30.5581,-65.9286
-25.5407,72.652
25.5407,-72.652
-20.5233,79.3753
20.5233,-79.3753
-15.5059,86.0986
15.5059,-86.0986
-10.4949,92.8134
10.4949,-92.8134
-5.4775,99.5367
5.4775,-99.5367
-0.460072,106.26
0.460072,-106.26
4.55093,112.975
-4.55093,-112.975
9.56837,119.698
-9.56837,-119.698
14.5858,126.421
-14.5858,-126.421
19.5969,133.136
-19.5969,-133.136
24.6143,139.859
-24.6143,-139.859
29.6318,146.583
-29.6318,-146.583
34.6429,153.297
-34.6429,-153.297
39.6604,160.021
-39.6604,-160.021
44.6779,166.744
-44.6779,-166.744
49.689,173.459
-49.689,-173.459
54.7065,180.182
-54.7065,-180.182
59.724,186.905
-59.724,-186.905
64.7351,193.62
-64.7351,-193.62
69.7527,200.343
-69.7527,-200.343
74.7702,207.066
-74.7702,-207.066
79.7814,213.781
-79.7814,-213.781
84.799,220.504
-84.799,-220.504
89.8165,227.227
-89.8165,-227.227
94.8277,233.942
-94.8277,-233.942
99.8453,240.665
-99.8453,-240.665
104.863,247.388
-104.863,-247.388
109.874,254.103
-109.874,-254.103
114.892,260.826
-114.892,-260.826
119.909,267.549
-119.909,-267.549
124.927,274.273
-124.927,-274.273
129.938,280.987
-129.938,-280.987
134.956,287.71
-134.956,-287.71
139.974,294.434
-139.974,-294.434
144.985,301.148
-144.985,-301.148
150.003,307.871
-150.003,-307.871
155.02,314.594
-155.02,-314.594
160.032,321.309
-160.032,-321.309
165.049,328.032
-165.049,-328.032
170.067,334.755
-170.067,-334.755
175.078,341.47
-175.078,-341.47
180.096,348.193
-180.096,-348.193
185.114,354.916
-185.114,-354.916
190.125,361.631
-190.125,-361.631
195.143,368.354
-195.143,-368.354
200.161,375.077
-200.161,-375.077
205.172,381.792
-205.172,-381.792
210.19,388.515
-210.19,-388.515
215.208,395.238
-215.208,-395.238
220.219,401.952
-220.219,-401.952
-182.677,-315.652
182.677,315.652
253.51,-57.9378
-253.51,57.9378
751.443,604.684
-751.443,-604.684
1009.48,953.741
-1009.48,-953.741
1108.15,1088.47
-1108.15,-1088.47
1201.35,1210.13
-1201.35,-1210.13
1130.62,1320.26
-1130.62,-1320.26
1015.29,1507.26
-1015.29,-1507.26
957.476,1606.52
-957.476,-1606.52
909.847,1678
-909.847,-1678
827.154,1821.97
-827.154,-1821.97
712.087,2017.23
-712.087,-2017.23
411.871,1559.06
-411.871,-1559.06
-443.76,364.311
443.76,-364.311
-492.268,463.959
492.268,-463.959
1.65445,-2.75412
-1.65445,2.75412
3.3089,-5.50824
-3.3089,5.50824
4.96336,-8.26237
-4.96336,8.26237
6.62038,-11.0207
-6.62038,11.0207
8.27486,-13.7749
-8.27486,13.7749
9.92934,-16.529
-9.92934,16.529
11.5838,-19.2831
-11.5838,19.2831
13.2383,-22.0372
-13.2383,22.0372
14.8928,-24.7913
-14.8928,24.7913
16.5473,-27.5454
-16.5473,27.5454
18.2018,-30.2996
-18.2018,30.2996
19.8563,-33.0537
-19.8563,33.0537
-32.2125,68.6827
32.2125,-68.6827
-27.1951,75.4061
27.1951,-75.4061
-22.1777,82.1294
22.1777,-82.1294
-17.1603,88.8528
17.1603,-88.8528
-12.1494,95.5675
12.1494,-95.5675
-7.13194,102.291
7.13194,-102.291
-2.11451,109.014
2.11451,-109.014
2.89649,115.729
-2.89649,-115.729
7.91393,122.452
-7.91393,-122.452
12.9314,129.175
-12.9314,-129.175
17.9424,135.89
-17.9424,-135.89
22.9599,142.613
-22.9599,-142.613
27.9774,149.337
-27.9774,-149.337
32.9884,156.051
-32.9884,-156.051
38.0059,162.775
-38.0059,-162.775
43.0234,169.498
-43.0234,-169.498
48.0345,176.213
-48.0345,-176.213
53.052,182.936
-53.052,-182.936
58.0696,189.659
-58.0696,-189.659
63.0807,196.374
-63.0807,-196.374
68.0982,203.097
-68.0982,-203.097
73.1158,209.82
-73.1158,-209.82
78.1269,216.535
-78.1269,-216.535
83.1445,223.258
-83.1445,-223.258
88.1621,229.981
-88.1621,-229.981
93.1733,236.696
-93.1733,-236.696
98.1909,243.419
-98.1909,-243.419
103.208,250.142
-103.208,-250.142
108.22,256.857
-108.22,-256.857
113.237,263.58
-113.237,-263.58
118.255,270.304
-118.255,-270.304
123.273,277.027
-123.273,-277.027
128.284,283.741
-128.284,-283.741
133.302,290.465
-133.302,-290.465
138.319,297.188
-138.319,-297.188
143.33,303.902
-143.33,-303.902
148.348,310.625
-148.348,-310.625
153.366,317.349
-153.366,-317.349
158.377,324.063
-158.377,-324.063
163.395,330.786
-163.395,-330.786
168.413,337.509
-168.413,-337.509
173.424,344.224
-173.424,-344.224
178.442,350.947
-178.442,-350.947
183.459,357.67
-183.459,-357.67
188.471,364.385
-188.471,-364.385
193.489,371.108
-193.489,-371.108
198.506,377.831
-198.506,-377.831
203.518,384.546
-203.518,-384.546
208.535,391.269
-208.535,-391.269
213.553,397.992
-213.553,-397.992
218.565,404.706
-218.565,-404.706
-184.331,-312.898
184.331,312.898
251.855,-55.1837
-251.855,55.1837
749.788,607.438
-749.788,-607.438
1007.82,956.495
-1007.82,-956.495
1106.5,1091.22
-1106.5,-1091.22
1199.69,1212.88
-1199.69,-1212.88
1128.96,1323.01
-1128.96,-1323.01
1013.63,1510.01
-1013.63,-1510.01
955.821,1609.27
-955.821,-1609.27
908.193,1680.76
-908.193,-1680.76
825.5,1824.72
-825.5,-1824.72
710.432,2019.98
-710.432,-2019.98
410.217,1561.81
-410.217,-1561.81
-445.414,367.065
445.414,-367.065
-493.923,466.713
493.923,-466.713
1.65445,-2.75412
-1.65445,2.75412
3.30892,-5.50824
-3.30892,5.50824
4.96594,-8.26661
-4.96594,8.26661
6.62041,-11.0207
-6.62041,11.0207
8.27489,-13.7749
-8.27489,13.7749
9.92937,-16.529
-9.92937,16.529
11.5839,-19.2831
-11.5839,19.2831
13.2384,-22.0372
-13.2384,22.0372
14.8929,-24.7913
-14.8929,24.7913
16.5474,-27.5454
-16.5474,27.5454
18.2019,-30.2995
-18.2019,30.2995
-33.8669,71.4369
33.8669,-71.4369
-28.8496,78.1602
28.8496,-78.1602
-23.8322,84.8836
23.8322,-84.8836
-18.8148,91.6069
18.8148,-91.6069
-13.8038,98.3216
13.8038,-98.3216
-8.78639,105.045
8.78639,-105.045
-3.76896,111.768
3.76896,-111.768
1.24204,118.483
-1.24204,-118.483
6.25948,125.206
-6.25948,-125.206
11.2769,131.93
-11.2769,-131.93
16.288,138.644
-16.288,-138.644
21.3054,145.368
-21.3054,-145.368
26.3229,152.091
-26.3229,-152.091
31.334,158.806
-31.334,-158.806
36.3515,165.529
-36.3515,-165.529
41.369,172.252
-41.369,-172.252
46.3801,178.967
-46.3801,-178.967
51.3976,185.69
-51.3976,-185.69
56.4151,192.413
-56.4151,-192.413
61.4262,199.128
-61.4262,-199.128
66.4438,205.851
-66.4438,-205.851
71.4613,212.574
-71.4613,-212.574
76.4725,219.289
-76.4725,-219.289
81.4901,226.012
-81.4901,-226.012
86.5077,232.736
-86.5077,-232.736
91.5188,239.45
-91.5188,-239.45
96.5364,246.173
-96.5364,-246.173
101.554,252.897
-101.554,-252.897
106.565,259.611
-106.565,-259.611
111.583,266.334
-111.583,-266.334
116.601,273.058
-116.601,-273.058
121.618,279.781
-121.618,-279.781
126.629,286.495
-126.629,-286.495
131.647,293.219
-131.647,-293.219
136.665,299.942
-136.665,-299.942
141.676,306.656
-141.676,-306.656
146.694,313.38
-146.694,-313.38
151.711,320.103
-151.711,-320.103
156.723,326.817
-156.723,-326.817
161.74,333.54
-161.74,-333.54
166.758,340.264
-166.758,-340.264
171.769,346.978
-171.769,-346.978
176.787,353.701
-176.787,-353.701
181.805,360.424
-181.805,-360.424
186.816,367.139
-186.816,-367.139
191.834,373.862
-191.834,-373.862
196.852,380.585
-196.852,-380.585
201.863,387.3
-201.863,-387.3
206.881,394.023
-206.881,-394.023
211.899,400.746
-211.899,-400.746
216.91,407.461
-216.91,-407.461
-185.986,-310.144
185.986,310.144
250.201,-52.4296
-250.201,52.4296
748.134,610.192
-748.134,-610.192
1006.17,959.25
-1006.17,-959.25
1104.84,1093.98
-1104.84,-1093.98
1198.04,1215.64
-1198.04,-1215.64
1127.31,1325.77
-1127.31,-1325.77
1011.98,1512.76
-1011.98,-1512.76
954.167,1612.03
-954.167,-1612.03
906.539,1683.51
-906.539,-1683.51
823.845,1827.47
-823.845,-1827.47
708.778,2022.74
-708.778,-2022.74
408.562,1564.57
-408.562,-1564.57
-447.069,369.819
447.069,-369.819
-495.577,469.467
495.577,-469.467
1.65446,-2.75412
-1.65446,2.75412
3.31148,-5.51249
-3.31148,5.51249
4.96595,-8.26661
-4.96595,8.26661
6.62043,-11.0207
-6.62043,11.0207
8.27492,-13.7748
-8.27492,13.7748
9.92941,-16.529
-9.92941,16.529
11.5839,-19.2831
-11.5839,19.2831
13.2384,-22.0372
-13.2384,22.0372
14.8929,-24.7913
-14.8929,24.7913
16.5474,-27.5454
-16.5474,27.5454
-35.5214,74.191
35.5214,-74.191
-30.504,80.9143
30.504,-80.9143
-25.4866,87.6377
25.4866,-87.6377
-20.4692,94.361
20.4692,-94.361
-15.4583,101.076
15.4583,-101.076
-10.4408,107.799
10.4408,-107.799
-5.42342,114.522
5.42342,-114.522
-0.412415,121.237
0.412415,-121.237
4.60503,127.96
-4.60503,-127.96
9.62248,134.684
-9.62248,-134.684
14.6335,141.398
-14.6335,-141.398
19.651,148.122
-19.651,-148.122
24.6685,154.845
-24.6685,-154.845
29.6795,161.56
-29.6795,-161.56
34.697,168.283
-34.697,-168.283
39.7145,175.006
-39.7145,-175.006
44.7256,181.721
-44.7256,-181.721
49.7431,188.444
-49.7431,-188.444
54.7607,195.167
-54.7607,-195.167
59.7718,201.882
-59.7718,-201.882
64.7893,208.605
-64.7893,-208.605
69.8069,215.329
-69.8069,-215.329
74.818,222.043
-74.818,-222.043
79.8356,228.766
-79.8356,-228.766
84.8532,235.49
-84.8532,-235.49
89.8644,242.204
-89.8644,-242.204
94.882,248.928
-94.882,-248.928
99.8996,255.651
-99.8996,-255.651
104.911,262.365
-104.911,-262.365
109.928,269.089
-109.928,-269.089
114.946,275.812
-114.946,-275.812
119.964,282.535
-119.964,-282.535
124.975,289.25
-124.975,-289.25
129.993,295.973
-129.993,-295.973
135.01,302.696
-135.01,-302.696
140.022,309.411
-140.022,-309.411
145.039,316.134
-145.039,-316.134
150.057,322.857
-150.057,-322.857
155.068,329.571
-155.068,-329.571
160.086,336.295
-160.086,-336.295
165.104,343.018
-165.104,-343.018
170.115,349.732
-170.115,-349.732
175.133,356.455
-175.133,-356.455
180.151,363.179
-180.151,-363.179
185.162,369.893
-185.162,-369.893
190.18,376.616
-190.18,-376.616
195.197,383.339
-195.197,-383.339
200.209,390.054
-200.209,-390.054
205.227,396.777
-205.227,-396.777
210.244,403.5
-210.244,-403.5
215.256,410.215
-215.256,-410.215
-187.64,-307.39
187.64,307.39
248.546,-49.6755
-248.546,49.6755
746.479,612.946
-746.479,-612.946
1004.52,962.004
-1004.52,-962.004
1103.19,1096.73
-1103.19,-1096.73
1196.38,1218.39
-1196.38,-1218.39
1125.65,1328.52
-1125.65,-1328.52
1010.32,1515.52
-1010.32,-1515.52
952.513,1614.78
-952.513,-1614.78
904.884,1686.27
-904.884,-1686.27
822.191,1830.23
-822.191,-1830.23
707.123,2025.49
-707.123,-2025.49
406.908,1567.32
-406.908,-1567.32
-448.723,372.573
448.723,-372.573
-497.231,472.221
497.231,-472.221
1.65702,-2.75837
-1.65702,2.75837
3.31149,-5.51249
-3.31149,5.51249
4.96597,-8.26661
-4.96597,8.26661
6.62046,-11.0207
-6.62046,11.0207
8.27495,-13.7748
-8.27495,13.7748
9.92945,-16.529
-9.92945,16.529
11.584,-19.2831
-11.584,19.2831
13.2385,-22.0372
-13.2385,22.0372
14.893,-24.7913
-14.893,24.7913
-37.1759,76.9451
37.1759,-76.9451
-32.1585,83.6685
32.1585,-83.6685
-27.1411,90.3918
27.1411,-90.3918
-22.1237,97.1151
22.1237,-97.1151
-17.1127,103.83
17.1127,-103.83
-12.0953,110.553
12.0953,-110.553
-7.07788,117.277
7.07788,-117.277
-2.06688,123.991
2.06688,-123.991
2.95057,130.715
-2.95057,-130.715
7.96802,137.438
-7.96802,-137.438
12.9791,144.153
-12.9791,-144.153
17.9965,150.876
-17.9965,-150.876
23.014,157.599
-23.014,-157.599
28.0251,164.314
-28.0251,-164.314
33.0426,171.037
-33.0426,-171.037
38.0601,177.76
-38.0601,-177.76
43.0711,184.475
-43.0711,-184.475
48.0887,191.198
-48.0887,-191.198
53.1062,197.922
-53.1062,-197.922
58.1173,204.636
-58.1173,-204.636
63.1349,211.359
-63.1349,-211.359
68.1524,218.083
-68.1524,-218.083
73.1636,224.797
-73.1636,-224.797
78.1811,231.521
-78.1811,-231.521
83.1987,238.244
-83.1987,-238.244
88.2099,244.958
-88.2099,-244.958
93.2275,251.682
-93.2275,-251.682
98.2451,258.405
-98.2451,-258.405
103.256,265.119
-103.256,-265.119
108.274,271.843
-108.274,-271.843
113.292,278.566
-113.292,-278.566
118.309,285.289
-118.309,-285.289
123.32,292.004
-123.32,-292.004
128.338,298.727
-128.338,-298.727
133.356,305.45
-133.356,-305.45
138.367,312.165
-138.367,-312.165
143.385,318.888
-143.385,-318.888
148.402,325.611
-148.402,-325.611
153.414,332.326
-153.414,-332.326
158.431,339.049
-158.431,-339.049
163.449,345.772
-163.449,-345.772
168.461,352.486
-168.461,-352.486
173.478,359.21
-173.478,-359.21
178.496,365.933
-178.496,-365.933
183.507,372.647
-183.507,-372.647
188.525,379.37
-188.525,-379.37
193.543,386.093
-193.543,-386.093
198.554,392.808
-198.554,-392.808
203.572,399.531
-203.572,-399.531
208.59,406.254
-208.59,-406.254
213.601,412.969
-213.601,-412.969
-189.295,-304.636
189.295,304.636
246.892,-46.9214
-246.892,46.9214
744.825,615.7
-744.825,-615.7
1002.86,964.758
-1002.86,-964.758
1101.54,1099.48
-1101.54,-1099.48
1194.73,1221.15
-1194.73,-1221.15
1124,1331.27
-1124,-1331.27
1008.67,1518.27
-1008.67,-1518.27
950.858,1617.54
-950.858,-1617.54
903.23,1689.02
-903.23,-1689.02
820.536,1832.98
-820.536,-1832.98
705.469,2028.24
-705.469,-2028.24
405.253,1570.08
-405.253,-1570.08
-450.378,375.328
450.378,-375.328
-498.886,474.975
498.886,-474.975
1.65447,-2.75412
-1.65447,2.75412
3.30895,-5.50824
-3.30895,5.50824
4.96344,-8.26235
-4.96344,8.26235
6.61793,-11.0165
-6.61793,11.0165
8.27243,-13.7706
-8.27243,13.7706
9.92693,-16.5247
-9.92693,16.5247
11.5814,-19.2788
-11.5814,19.2788
13.236,-22.0329
-13.236,22.0329
-38.8329,79.7035
38.8329,-79.7035
-33.8155,86.4268
33.8155,-86.4268
-28.7981,93.1502
28.7981,-93.1502
-23.7807,99.8735
23.7807,-99.8735
-18.7697,106.588
18.7697,-106.588
-13.7523,113.312
13.7523,-113.312
-8.7349,120.035
8.7349,-120.035
-3.7239,126.75
3.7239,-126.75
1.29355,133.473
-1.29355,-133.473
6.311,140.196
-6.311,-140.196
11.322,146.911
-11.322,-146.911
16.3395,153.634
-16.3395,-153.634
21.357,160.357
-21.357,-160.357
26.368,167.072
-26.368,-167.072
31.3855,173.795
-31.3855,-173.795
36.403,180.519
-36.403,-180.519
41.4141,187.233
-41.4141,-187.233
46.4317,193.957
-46.4317,-193.957
51.4492,200.68
-51.4492,-200.68
56.4603,207.395
-56.4603,-207.395
61.4778,214.118
-61.4778,-214.118
66.4954,220.841
-66.4954,-220.841
71.5065,227.556
-71.5065,-227.556
76.5241,234.279
-76.5241,-234.279
81.5417,241.002
-81.5417,-241.002
86.5529,247.717
-86.5529,-247.717
91.5705,254.44
-91.5705,-254.44
96.5881,261.163
-96.5881,-261.163
101.599,267.878
-101.599,-267.878
106.617,274.601
-106.617,-274.601
111.635,281.324
-111.635,-281.324
116.652,288.047
-116.652,-288.047
121.663,294.762
-121.663,-294.762
126.681,301.485
-126.681,-301.485
131.699,308.208
-131.699,-308.208
136.71,314.923
-136.71,-314.923
141.728,321.646
-141.728,-321.646
146.745,328.369
-146.745,-328.369
151.757,335.084
-151.757,-335.084
156.774,341.807
-156.774,-341.807
161.792,348.53
-161.792,-348.53
166.804,355.245
-166.804,-355.245
171.821,361.968
-171.821,-361.968
176.839,368.691
-176.839,-368.691
181.85,375.406
-181.85,-375.406
186.868,382.129
-186.868,-382.129
191.886,388.852
-191.886,-388.852
196.897,395.566
-196.897,-395.566
201.915,402.29
-201.915,-402.29
206.933,409.013
-206.933,-409.013
211.944,415.727
-211.944,-415.727
-190.952,-301.878
190.952,301.878
245.235,-44.163
-245.235,44.163
743.168,618.459
-743.168,-618.459
1001.2,967.516
-1001.2,-967.516
1099.88,1102.24
-1099.88,-1102.24
1193.07,1223.9
-1193.07,-1223.9
1122.34,1334.03
-1122.34,-1334.03
1007.01,1521.03
-1007.01,-1521.03
949.201,1620.3
-949.201,-1620.3
901.573,1691.78
-901.573,-1691.78
818.879,1835.74
-818.879,-1835.74
703.812,2031
-703.812,-2031
403.596,1572.83
-403.596,-1572.83
-452.035,378.086
452.035,-378.086
-500.543,477.733
500.543,-477.733
1.65448,-2.75412
-1.65448,2.75412
3.30897,-5.50824
-3.30897,5.50824
4.96346,-8.26235
-4.96346,8.26235
6.61796,-11.0165
-6.61796,11.0165
8.27246,-13.7706
-8.27246,13.7706
9.92697,-16.5247
-9.92697,16.5247
11.5815,-19.2788
-11.5815,19.2788
-40.4874,82.4576
40.4874,-82.4576
-35.47,89.1809
35.47,-89.1809
-30.4526,95.9043
30.4526,-95.9043
-25.4352,102.628
25.4352,-102.628
-20.4242,109.342
20.4242,-109.342
-15.4068,116.066
15.4068,-116.066
-10.3894,122.789
10.3894,-122.789
-5.37837,129.504
5.37837,-129.504
-0.360925,136.227
0.360925,-136.227
4.65653,142.95
-4.65653,-142.95
9.66756,149.665
-9.66756,-149.665
14.685,156.388
-14.685,-156.388
19.7025,163.112
-19.7025,-163.112
24.7136,169.826
-24.7136,-169.826
29.7311,176.55
-29.7311,-176.55
34.7486,183.273
-34.7486,-183.273
39.7597,189.987
-39.7597,-189.987
44.7772,196.711
-44.7772,-196.711
49.7947,203.434
-49.7947,-203.434
54.8058,210.149
-54.8058,-210.149
59.8234,216.872
-59.8234,-216.872
64.8409,223.595
-64.8409,-223.595
69.8521,230.31
-69.8521,-230.31
74.8697,237.033
-74.8697,-237.033
79.8872,243.756
-79.8872,-243.756
84.8984,250.471
-84.8984,-250.471
89.916,257.194
-89.916,-257.194
94.9336,263.917
-94.9336,-263.917
99.9448,270.632
-99.9448,-270.632
104.962,277.355
-104.962,-277.355
109.98,284.078
-109.98,-284.078
114.998,290.802
-114.998,-290.802
120.009,297.516
-120.009,-297.516
125.027,304.239
-125.027,-304.239
130.044,310.963
-130.044,-310.963
135.056,317.677
-135.056,-317.677
140.073,324.4
-140.073,-324.4
145.091,331.123
-145.091,-331.123
150.102,337.838
-150.102,-337.838
155.12,344.561
-155.12,-344.561
160.138,351.284
-160.138,-351.284
165.149,357.999
-165.149,-357.999
170.167,364.722
-170.167,-364.722
175.185,371.445
-175.185,-371.445
180.196,378.16
-180.196,-378.16
185.214,384.883
-185.214,-384.883
190.231,391.606
-190.231,-391.606
195.243,398.32
-195.243,-398.32
200.261,405.044
-200.261,-405.044
205.278,411.767
-205.278,-411.767
210.29,418.481
-210.29,-418.481
-192.606,-299.123
192.606,299.123
243.58,-41.4089
-243.58,41.4089
741.513,621.213
-741.513,-621.213
999.55,970.27
-999.55,-970.27
1098.22,1105
-1098.22,-1105
1191.42,1226.66
-1191.42,-1226.66
